Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
mitotic cell cycle arrest (GO:0071850)	2/15	0.005718689700102370931933393194412929005920886993408203125	0.11062383354296390081117351655848324298858642578125	0.0064277205064062932493573754300086875446140766143798828125	0.11855161131227696935663828980977996252477169036865234375	-2.423490878662866	12.514944639021168	RGCC;MAGI2
neurotrophin signaling pathway (GO:0038179)	3/18	0.0003292397990822579331889052856041644190554507076740264892578125	0.048487177415694915350030669287662021815776824951171875	0.0004307659385817495388722175864160135461133904755115509033203125	0.0470538193259438519699955350006348453462123870849609375	-1.536900240057237	12.32397914809734	MAGI2;NTF3;NGF
cellular response to nerve growth factor stimulus (GO:1990090)	3/23	0.000694802264568109939450735179633511506835930049419403076171875	0.054657778146024647847323052474166615866124629974365234375	0.000820510197046541399357177937190499505959451198577880859375	0.056953060736171699784957667134221992455422878265380859375	-1.6919652793084778	12.3037739983687	MAGI2;NTF3;NGF
positive regulation of cell migration (GO:0030335)	7/222	0.001629216041153886025683039662226292421109974384307861328125	0.07689899714246341277945617775912978686392307281494140625	0.00127915455284746486762370576428793356171809136867523193359375	0.0718763034457146898770218967911205254495143890380859375	-1.8837263825773065	12.092876007593407	TGFB2;FLT1;CXCL12;NTF3;PTK2B;IGF1R;HBEGF
fatty acid transport (GO:0015908)	2/15	0.005718689700102370931933393194412929005920886993408203125	0.11062383354296390081117351655848324298858642578125	0.0064277205064062932493573754300086875446140766143798828125	0.11855161131227696935663828980977996252477169036865234375	-2.324098999876789	12.001683429116241	SLCO3A1;PPARA
negative regulation of axon regeneration (GO:0048681)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-4.224316647423614	11.913252507641626	EPHA4
regulation of glial cell differentiation (GO:0045685)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-3.876737554690341	11.436039228187841	EPHA4
regulation of cellular carbohydrate catabolic process (GO:0043471)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-3.86524554444469	11.402138795639603	TIGAR
positive regulation of positive chemotaxis (GO:0050927)	2/17	0.00733328119078849836875999557150862528942525386810302734375	0.12915331052433476344276641611941158771514892578125	0.00800710113560338700156027158527649589814245700836181640625	0.1369330339132173446348161860441905446350574493408203125	-2.2798734852514926	11.206335610214216	CXCL12;NTF3
regulation of heart rate by cardiac conduction (GO:0086091)	3/36	0.0026048008055968335967833571231722089578397572040557861328125	0.08386774959864427836375710967331542633473873138427734375	0.0026962821056319939694301268673370941542088985443115234375	0.08823538873157156514626109355958760716021060943603515625	-1.874830691825455	11.155990810449154	KCND3;CACNA2D1;KCNJ3
septin ring organization (GO:0031106)	2/18	0.00820878636542095134476237916487662005238234996795654296875	0.1326899713862564611499550437656580470502376556396484375	0.008855539866854396369166835256692138500511646270751953125	0.141209960039029580602942814948619343340396881103515625	-2.305590072207665	11.0727120402392	SEPT11;SEPT6
positive regulation of lipid catabolic process (GO:0050996)	2/19	0.0091287866473835597991293155928360647521913051605224609375	0.1436262432521680232344607475170050747692584991455078125	0.00974235817531569729676999003231685492210090160369873046875	0.1512629295641121363047432168968953192234039306640625	-2.346498801544713	11.01991509571064	PPARA;PLIN5
protein autophosphorylation (GO:0046777)	6/176	0.0023698353898395411142041577789996154024265706539154052734375	0.08386774959864427836375710967331542633473873138427734375	0.0019524655830961833331838040095362885040231049060821533203125	0.08364152986245039500534659282493521459400653839111328125	-1.7977337152121888	10.867183063880319	EPHA4;FLT1;WNK2;PTK2B;FGFR2;IGF1R
negative regulation of cell communication (GO:0010648)	5/79	0.00035070441032130131829569474888330660178326070308685302734375	0.048487177415694915350030669287662021815776824951171875	0.0003355761976084366943716419395826733307330869138240814208984375	0.0470538193259438519699955350006348453462123870849609375	-1.345019870896161	10.700395464043137	EPHA4;FLT1;ROR1;FGFR2;IGF1R
negative regulation of signaling (GO:0023057)	5/84	0.000465921264837361784848235313205577767803333699703216552734375	0.049980644773462444552247774254283285699784755706787109375	0.00043863729880117149038942780947536448366008698940277099609375	0.0470538193259438519699955350006348453462123870849609375	-1.388771561946217	10.653952562756345	EPHA4;FLT1;ROR1;FGFR2;IGF1R
positive regulation of lymphocyte migration (GO:2000403)	2/18	0.00820878636542095134476237916487662005238234996795654296875	0.1326899713862564611499550437656580470502376556396484375	0.008855539866854396369166835256692138500511646270751953125	0.141209960039029580602942814948619343340396881103515625	-2.1863275243365954	10.499947668254753	CXCL12;PTK2B
enzyme linked receptor protein signaling pathway (GO:0007167)	5/121	0.002394147956146967272383907499033739441074430942535400390625	0.08386774959864427836375710967331542633473873138427734375	0.0020958877816605173995123667651796495192684233188629150390625	0.08364152986245039500534659282493521459400653839111328125	-1.7249744506841436	10.409751394055105	PTPRD;FLT1;NTF3;PTK2B;NGF
septin ring assembly (GO:0000921)	2/16	0.0065030023837329802016693491850674035958945751190185546875	0.11989910645007682832297035702140419743955135345458984375	0.00719762992287362700360997536108698113821446895599365234375	0.12676422849240120971359147006296552717685699462890625	-2.055582860532005	10.350869617907017	SEPT11;SEPT6
negative regulation of programmed cell death (GO:0043069)	11/409	0.0003182713774903009155969879628855778719298541545867919921875	0.048487177415694915350030669287662021815776824951171875	0.0002052159979021580074078079380939243492321111261844635009765625	0.038093802481079387656226487024468951858580112457275390625	-1.2765492109263097	10.27954802767678	BARD1;EPHA4;RNF144B;TIGAR;FLT1;PTK2B;ROR1;DHCR24;NGF;FGFR2;IGF1R
negative regulation of response to stimulus (GO:0048585)	6/128	0.000457595038462869810151623095606510105426423251628875732421875	0.049980644773462444552247774254283285699784755706787109375	0.00039732309614622421910234972841635681106708943843841552734375	0.0470538193259438519699955350006348453462123870849609375	-1.3338800103935	10.256904968082708	EPHA4;TGFB2;FLT1;ROR1;FGFR2;IGF1R
positive regulation of actin filament bundle assembly (GO:0032233)	3/45	0.004923695498345803493733807698617965797893702983856201171875	0.10686705361424721216767608211739570833742618560791015625	0.004871206923642494406034852971743021043948829174041748046875	0.1027671407648079460184220579321845434606075286865234375	-1.904999036195255	10.122585592662631	RGCC;ARHGEF10L;PPM1E
regulation of cell communication (GO:0010646)	4/72	0.00226283072950670023637531613758255844004452228546142578125	0.08386774959864427836375710967331542633473873138427734375	0.0021369822713644226301610284934895389596931636333465576171875	0.08364152986245039500534659282493521459400653839111328125	-1.656853062656519	10.092121833830085	GRIK5;NTF3;NGF;TRDN
embryo development ending in birth or egg hatching (GO:0009792)	2/18	0.00820878636542095134476237916487662005238234996795654296875	0.1326899713862564611499550437656580470502376556396484375	0.008855539866854396369166835256692138500511646270751953125	0.141209960039029580602942814948619343340396881103515625	-2.0761177019107238	9.97065946458068	TGFB2;RAI2
positive regulation of ion transmembrane transporter activity (GO:0032414)	2/24	0.01437120488669290686856161443074597627855837345123291015625	0.1712931491545215123561973769028554670512676239013671875	0.01473200151950707255388284266928167198784649372100830078125	0.173837617930183430114965403845417313277721405029296875	-2.340811374759162	9.93095952071761	TCAF1;WNK2
regulation of multicellular organism growth (GO:0040014)	2/18	0.00820878636542095134476237916487662005238234996795654296875	0.1326899713862564611499550437656580470502376556396484375	0.008855539866854396369166835256692138500511646270751953125	0.141209960039029580602942814948619343340396881103515625	-2.0592720189694806	9.889757226763985	GHR;FGFR2
tetrapyrrole metabolic process (GO:0033013)	2/22	0.01214857125956569049163302764782201847992837429046630859375	0.1610709447897473445276972370265866629779338836669921875	0.01262730494414155378579689426032928167842328548431396484375	0.1637386794954619195774370155049837194383144378662109375	-2.228242774531791	9.82776214891899	ABCC1;MMAA
positive regulation of phosphorylation (GO:0042327)	6/209	0.00549136783664748440170200183274573646485805511474609375	0.11062383354296390081117351655848324298858642578125	0.004451861203990791805706894734839806915260851383209228515625	0.09728141149461359826755568747103097848594188690185546875	-1.8530214197408021	9.644194336673882	PFKFB2;EPHA4;FLT1;ROR1;FGFR2;IGF1R
embryonic digestive tract development (GO:0048566)	2/21	0.01109938948792406863963488916624555713497102260589599609375	0.1610709447897473445276972370265866629779338836669921875	0.011628813080260626267037338266163715161383152008056640625	0.16335713612747071454833758252789266407489776611328125	-2.138086437664516	9.623238784713136	TGFB2;FGFR2
regulation of smooth muscle cell differentiation (GO:0051150)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-3.366512617062161	9.494107147882357	FGFR2
SREBP signaling pathway (GO:0032933)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-3.217083425570845	9.490116815018654	ARHGEF10L
outflow tract septum morphogenesis (GO:0003148)	2/23	0.01323940640260562982832848177849882631562650203704833984375	0.166196803777389823242316424511955119669437408447265625	0.01366188680238885656825775782863274798728525638580322265625	0.169695015019145800660993472774862311780452728271484375	-2.1907627667758183	9.474079692058536	TGFB2;FGFR2
cobalamin metabolic process (GO:0009235)	2/22	0.01214857125956569049163302764782201847992837429046630859375	0.1610709447897473445276972370265866629779338836669921875	0.01262730494414155378579689426032928167842328548431396484375	0.1637386794954619195774370155049837194383144378662109375	-2.1353533886741096	9.418069452592276	ABCC1;MMAA
regulation of MAPK cascade (GO:0043408)	7/204	0.00100133439280038357387103697959673809236846864223480224609375	0.06229410552272664214346065136851393617689609527587890625	0.0007942112397980849967937810873763737617991864681243896484375	0.056953060736171699784957667134221992455422878265380859375	-1.362662675309683	9.411123173682343	EPHA4;TGFB2;FLT1;ROR1;FGFR2;BMP6;IGF1R
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	2/24	0.01437120488669290686856161443074597627855837345123291015625	0.1712931491545215123561973769028554670512676239013671875	0.01473200151950707255388284266928167198784649372100830078125	0.173837617930183430114965403845417313277721405029296875	-2.2129976622779557	9.388706172784314	DHRS7C;TRDN
cellular divalent inorganic anion homeostasis (GO:0072501)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-3.304837351317857	9.320172976840533	GPCPD1
embryonic appendage morphogenesis (GO:0035113)	2/14	0.0049810914820199968244818222729008994065225124359130859375	0.10686705361424721216767608211739570833742618560791015625	0.005697973557159319822618126494262469350360333919525146484375	0.11206014662413328608625562310407985933125019073486328125	-1.754506731311666	9.302581086216652	TGFB2;MBNL1
nicotinamide nucleotide metabolic process (GO:0046496)	3/46	0.005238010336479932867181918965115983155556023120880126953125	0.1103723606615414354337190161459147930145263671875	0.005162221794525241429230089096336087095551192760467529296875	0.10502451237137559736378733532546903006732463836669921875	-1.7637785095519658	9.263035892480913	PFKFB2;FMO2;HK2
glandular epithelial cell development (GO:0002068)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-3.1341582882219177	9.24549485896753	BMP6
regulation of neuron apoptotic process (GO:0043523)	5/90	0.000639392937070586511207059832173627000884152948856353759765625	0.054657778146024647847323052474166615866124629974365234375	0.000591931780917826140010762347998252153047360479831695556640625	0.053676549021968701647100630225395434536039829254150390625	-1.2483735116363956	9.1817764016044	TOX3;TGFB2;NTF3;PTK2B;NGF
regulation of Golgi organization (GO:1903358)	2/15	0.005718689700102370931933393194412929005920886993408203125	0.11062383354296390081117351655848324298858642578125	0.0064277205064062932493573754300086875446140766143798828125	0.11855161131227696935663828980977996252477169036865234375	-1.7771714802138718	9.177341200143177	USP6NL;PDE4DIP
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	3/50	0.006614586044855816533705183957181361620314419269561767578125	0.1200801774296902102445727678059483878314495086669921875	0.0064299179016828189592303033350617624819278717041015625	0.11855161131227696935663828980977996252477169036865234375	-1.8213561019027522	9.140435639808354	DHRS7C;PTK2B;TRDN
zinc II ion transmembrane import (GO:0071578)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-3.2265104666565234	9.099278561722175	SLC39A14
positive regulation of phospholipase activity (GO:0010518)	2/20	0.0100925591934644572067458767605785396881401538848876953125	0.1546651928349098426007657280933926813304424285888671875	0.01066697439531757822528401646877682651393115520477294921875	0.155523671997577495051956475435872562229633331298828125	-1.971850171630153	9.06253828407438	FLT1;FGFR2
negative regulation of neuron projection regeneration (GO:0070571)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-3.3417725082498015	9.043344966347842	EPHA4
regulation of cell migration (GO:0030334)	9/317	0.000764729446829615533594293186325785427470691502094268798828125	0.05480913071915359535690726033863029442727565765380859375	0.00054491992431151517646548132489670024369843304157257080078125	0.053583792557298996761527831722560222260653972625732421875	-1.2591984170028367	9.03599329788792	TCAF1;FLT1;CXCL12;MAGI2;NTF3;PTK2B;MYPN;IGF1R;HBEGF
citrate metabolic process (GO:0006101)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-3.0259709087515088	8.92635148179423	GHR
regulation of calcium ion transport into cytosol (GO:0010522)	2/23	0.01323940640260562982832848177849882631562650203704833984375	0.166196803777389823242316424511955119669437408447265625	0.01366188680238885656825775782863274798728525638580322265625	0.169695015019145800660993472774862311780452728271484375	-2.0520643302613615	8.874270319437246	PTK2B;TRDN
negative regulation of oligodendrocyte differentiation (GO:0048715)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-3.0069657488617367	8.870287910048328	DAAM2
positive regulation of secretion by cell (GO:1903532)	3/53	0.007775316909026852053854472757166149676777422428131103515625	0.1326899713862564611499550437656580470502376556396484375	0.007492021992216105034934070516783322091214358806610107421875	0.1300086169237500699491505429250537417829036712646484375	-1.8204366644557541	8.841498724766506	TGFB2;RGCC;BMP6
glomerular epithelial cell development (GO:0072310)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-3.2613715108750183	8.825767631833411	MAGI2
regulation of kinase activity (GO:0043549)	5/102	0.00112616224152223471689782119398159920820035040378570556640625	0.066443572249811844177003194999997504055500030517578125	0.0010151142471654345071641056819089499185793101787567138671875	0.06304393745553750483257005043924436904489994049072265625	-1.2994095485659323	8.82161303577933	EPHA4;FLT1;ROR1;FGFR2;IGF1R
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	6/202	0.004662462185128423038105172082623539608903229236602783203125	0.1038057618575762008905627453714259900152683258056640625	0.003789582746868326405820237567922958987765014171600341796875	0.0920818834684718756644628001595265232026576995849609375	-1.638829655486969	8.797584374340149	EPHA4;FLT1;PTK2B;ROR1;FGFR2;IGF1R
peripheral nervous system development (GO:0007422)	2/23	0.01323940640260562982832848177849882631562650203704833984375	0.166196803777389823242316424511955119669437408447265625	0.01366188680238885656825775782863274798728525638580322265625	0.169695015019145800660993472774862311780452728271484375	-2.0096330568006526	8.690773834879993	NTF3;NGF
short-chain fatty acid catabolic process (GO:0019626)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-3.2095437060299603	8.685513704641975	MMAA
positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-2.935134074264826	8.658390706039038	EPHA4
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	2/24	0.01437120488669290686856161443074597627855837345123291015625	0.1712931491545215123561973769028554670512676239013671875	0.01473200151950707255388284266928167198784649372100830078125	0.173837617930183430114965403845417313277721405029296875	-2.0391281348277737	8.651059706429582	EPHA4;PTK2B
negative regulation of endothelial cell proliferation (GO:0001937)	2/31	0.0233844650821087955694377313875520485453307628631591796875	0.2261776130892490244139736432771314866840839385986328125	0.023172169018366529924524144234965206123888492584228515625	0.218712947508360400217242158760200254619121551513671875	-2.2902999105355577	8.601641269060181	FLT1;RGCC
cellular trivalent inorganic anion homeostasis (GO:0072502)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-3.0483017772641032	8.596701389368722	GPCPD1
ATP generation from ADP (GO:0006757)	2/25	0.01554328468612704329532281377623803564347326755523681640625	0.181594811184454585362146872284938581287860870361328125	0.0158370979484521272329100582965111243538558483123779296875	0.1832134860703285295091546913681668229401111602783203125	-2.0565027979109805	8.56353797622808	PFKFB2;HK2
positive regulation of sequestering of triglyceride (GO:0010890)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-3.0191512299589176	8.514492156546549	PLIN5
negative regulation of cellular extravasation (GO:0002692)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-2.872165555101169	8.472639041104886	CXCL12
cellular response to peptide (GO:1901653)	3/42	0.004050406500938102082043368312724851421080529689788818359375	0.1012667679626283734339864395224140025675296783447265625	0.00405874821767041212006166261971884523518383502960205078125	0.0939082920951193333980455690834787674248218536376953125	-1.5363921228753707	8.463888998231932	EPHA4;CACNA2D1;IGF1R
oxaloacetate metabolic process (GO:0006107)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-2.9981315783805584	8.455213357683693	GHR
phospholipid translocation (GO:0045332)	2/22	0.01214857125956569049163302764782201847992837429046630859375	0.1610709447897473445276972370265866629779338836669921875	0.01262730494414155378579689426032928167842328548431396484375	0.1637386794954619195774370155049837194383144378662109375	-1.9165587876762655	8.453066301835388	ABCC1;ATP8A1
negative regulation of coenzyme metabolic process (GO:0051198)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-2.864070238356303	8.448758559500739	PPARA
regulation of spindle organization (GO:0090224)	2/19	0.0091287866473835597991293155928360647521913051605224609375	0.1436262432521680232344607475170050747692584991455078125	0.00974235817531569729676999003231685492210090160369873046875	0.1512629295641121363047432168968953192234039306640625	-1.7968986706136785	8.43881564001759	GPSM2;BORA
lipid translocation (GO:0034204)	2/23	0.01323940640260562982832848177849882631562650203704833984375	0.166196803777389823242316424511955119669437408447265625	0.01366188680238885656825775782863274798728525638580322265625	0.169695015019145800660993472774862311780452728271484375	-1.9486856206943863	8.427203139113963	ABCC1;ATP8A1
