Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
cellular protein modification process (GO:0006464)	63/1002	0.0000049434538028214323289043392872788018621577066369354724884033203125	0.00138663879169141179663327090310076528112404048442840576171875	0.0000623465482672260688616627799518710162374190986156463623046875	0.01457350565746409233602864929935094551183283329010009765625	-1.7353732935995037	21.201830060906595	GSK3B;MAST2;PTPRO;PTPN21;PPP2R2A;DUSP16;PPP6C;PPP4R1;TLK2;CSNK1G3;PPP1R12A;CSNK2A1;DAPK1;FBXW11;PRKCE;DYRK1A;PHKA1;OXSR1;POMGNT1;TGFBR2;PPM1B;SDHAF2;PEAK1;BMP2K;BIRC6;RAF1;PHLPP1;MTMR3;CUL1;TULP4;HLCS;MAN2A1;STK38;ABL1;ABL2;MAPK6;PAK2;SOCS5;CDK17;MAP3K2;MBTPS1;B3GALNT1;MGEA5;CDK19;YES1;EIF2AK4;PPP2R3A;CDC42BPB;CDC42BPA;HIPK2;PTPRD;CDK8;SNRK;RPS6KB1;TAOK3;WNK1;AAK1;ASB7;PTPN4;FBXL5;FBXL4;ASB3;SPSB4
hippo signaling (GO:0035329)	7/31	0.000078795965552505686639063464671295378138893283903598785400390625	0.01052488968451325938857632280587495188228785991668701171875	0.0003601879910875515852265726923775446266517974436283111572265625	0.05051636575002911577758624162015621550381183624267578125	-2.120749456162045	20.038216721321717	TEAD4;MOB1B;WWTR1;LIMD1;TEAD1;TEAD3;TJP2
regulation of intracellular signal transduction (GO:1902531)	32/423	0.00003995289218212090607933173469490384377422742545604705810546875	0.005898308556360480799096723814045617473311722278594970703125	0.0002431513301242549623774891198735303987632505595684051513671875	0.03589681478939658887394870134812663309276103973388671875	-1.9468083258404332	19.716903844131966	PHLPP1;TRIO;SGMS1;ARHGAP5;ARHGAP35;ARHGAP12;GNA13;ARHGAP21;AKAP13;FGD4;WRN;AKAP11;EP300;PIP5K1B;SRGAP2;PAK2;ARHGEF11;ARHGEF12;CSNK2A1;DAB2IP;ARHGAP29;MYO9B;HIPK1;MYO9A;VAV2;HIPK2;RINT1;CYLD;DEPDC1B;RRAGB;JMY;SOS1
insulin receptor signaling pathway (GO:0008286)	10/68	0.000120188461968332249252093546498798559696297161281108856201171875	0.01442733164900090146731681528535773395560681819915771484375	0.00046888349221656700112348392650574169238097965717315673828125	0.056088810556759509384772144358066725544631481170654296875	-2.12547360577256	19.18548023144857	APC;IRS1;PDK4;GAB1;PHIP;FOXO4;PIK3C2A;SOS1;IGF1R;APPL1
enzyme linked receptor protein signaling pathway (GO:0007167)	15/121	0.00002161301305095020760540201754107414444661117158830165863037109375	0.0043303215434225238167353921880931011401116847991943359375	0.00011379358966371837919538678729480807305662892758846282958984375	0.0227993585004807215732558489662551437504589557647705078125	-1.7462974875363322	18.75910301026833	BMPR2;YES1;TRIO;NEDD9;FRS2;PTPRF;MTSS1;PTK2;PTPRG;PTPRD;ERBB4;ABI1;NTF3;ABL1;ABL2
regulation of protein deacetylation (GO:0090311)	3/9	0.003061744569803862871248956167846699827350676059722900390625	0.09587765725013099038509523097673081792891025543212890625	0.00800560344805168778992143785444568493403494358062744140625	0.2374007898940213856509018341967021115124225616455078125	-3.2173341994750886	18.624408995706236	SPRED2;DYRK1A;EP300
positive regulation of extracellular matrix assembly (GO:1901203)	3/9	0.003061744569803862871248956167846699827350676059722900390625	0.09587765725013099038509523097673081792891025543212890625	0.00800560344805168778992143785444568493403494358062744140625	0.2374007898940213856509018341967021115124225616455078125	-3.169502305739645	18.34752114485338	SMAD3;PHLDB2;CLASP1
ERBB signaling pathway (GO:0038127)	13/81	0.0000044355564989729629206253493090006401189384632743895053863525390625	0.0013824151088465733670795909660000688745640218257904052734375	0.0000307842946417293111534101146542496962865698151290416717529296875	0.00959443849667230251598848411731523810885846614837646484375	-1.48824275555034	18.34386808740429	DGKD;PXN;GAB1;ERBIN;PIK3C2A;PTK2;ADAM17;GAREM1;ERBB4;ABL1;ABL2;SOS1;EPS15
SMAD protein complex assembly (GO:0007183)	3/9	0.003061744569803862871248956167846699827350676059722900390625	0.09587765725013099038509523097673081792891025543212890625	0.00800560344805168778992143785444568493403494358062744140625	0.2374007898940213856509018341967021115124225616455078125	-2.9854669031220755	17.282182452777718	SMAD4;SMAD3;ZFYVE9
establishment of epithelial cell polarity (GO:0090162)	5/19	0.0004000451879656528853500263576137285781442187726497650146484375	0.0287188996257407951062656792373672942630946636199951171875	0.00142909976786243452483160520927185643813572824001312255859375	0.10549012760142444100619485425340826623141765594482421875	-2.1990952647012665	17.205574115707275	GOLPH3;PARD3;SIPA1L3;MYO9A;CLASP1
regulation of small GTPase mediated signal transduction (GO:0051056)	18/141	0.00000218284931161309380645736688553171234161709435284137725830078125	0.00076536153988434100191307063454360104515217244625091552734375	0.0000169777974717278174365993337335822843670030124485492706298828125	0.0059528402385245655914491891280704294331371784210205078125	-1.3131047911061309	17.11616273725321	ARHGEF11;ARHGEF12;TRIO;ARHGAP29;MYO9B;ARHGAP5;MYO9A;ARHGAP35;VAV2;ARHGAP12;GNA13;ARHGAP21;AKAP13;FGD4;DEPDC1B;SLIT2;SRGAP2;SOS1
cellular response to transforming growth factor beta stimulus (GO:0071560)	12/101	0.00021240430733080102078391693254388883360661566257476806640625	0.0192191639375128009437077025722828693687915802001953125	0.000759516279469750845744491218880511951283551752567291259765625	0.0735251703537765088913857880470459349453449249267578125	-1.945555893630495	16.453603137502327	USP15;SMAD4;SMAD3;ZFYVE9;USP9X;PARD3;PXN;NR3C1;MAP3K7;PTK2;TGFBR2;SMAD7
regulation of organelle assembly (GO:1902115)	9/48	0.000036927503542127571218613157899568477660068310797214508056640625	0.005754535968648212714005030221642300602979958057403564453125	0.00018289859660419887396436144921807454011286608874797821044921875	0.0285016979708209890198578051467848126776516437530517578125	-1.6091932315524802	16.424317503418425	AKAP13;CYLD;PIKFYVE;PDCD6IP;MTMR3;TRAPPC12;TBC1D14;TBC1D12;RAB33B
regulation of transforming growth factor beta2 production (GO:0032909)	2/7	0.022852663229190224580822388134038192220032215118408203125	0.2428095468101461318344291839821380563080310821533203125	0.039376466899149802081137039522218401543796062469482421875	0.40567564210818185532758661793195642530918121337890625	-4.184314047290979	15.811215670839692	SMAD4;SMAD3
regulation of anatomical structure morphogenesis (GO:0022603)	12/83	0.0000305899481607134170733398870201114050360047258436679840087890625	0.005720320306053408403179627583767796750180423259735107421875	0.00015075895058860435478560735322872687902417965233325958251953125	0.02818794469239861710807559802560717798769474029541015625	-1.5130104052102824	15.727499710391047	EGLN1;AKAP13;ZMYM2;POGLUT1;ZMYM6;RC3H1;PHIP;QRICH1;LARP4;PHLDB2;MARCH5;CLASP1
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	14/145	0.000579243660945904788144023012108618786442093551158905029296875	0.036926783385301427398150764247475308366119861602783203125	0.00182727773063563899390293610025537418550811707973480224609375	0.11933662106454963336421570829770644195377826690673828125	-2.0981608081445033	15.63924446539436	USP15;SMAD4;BMPR2;SMAD3;ZFYVE9;USP9X;PXN;PTK2;RUNX2;TGFBR2;SMAD7;PARD3;MAP3K7;RNF111
regulation of epithelial cell migration (GO:0010632)	8/49	0.000273978497737159022717978729133392334915697574615478515625	0.02260322606331562067527585213611018843948841094970703125	0.00093558525927758709288262206626995975966565310955047607421875	0.07718578389040094134276870363464695401489734649658203125	-1.888317210141693	15.488848139761087	MACF1;BMPR2;PRKCE;DAB2IP;RREB1;CLASP1;PTK2;PTPRG
negative regulation of T-helper cell differentiation (GO:0045623)	3/9	0.003061744569803862871248956167846699827350676059722900390625	0.09587765725013099038509523097673081792891025543212890625	0.00800560344805168778992143785444568493403494358062744140625	0.2374007898940213856509018341967021115124225616455078125	-2.6692574427333895	15.45171848681755	RC3H1;SOCS5;SMAD7
negative regulation of hippo signaling (GO:0035331)	3/9	0.003061744569803862871248956167846699827350676059722900390625	0.09587765725013099038509523097673081792891025543212890625	0.00800560344805168778992143785444568493403494358062744140625	0.2374007898940213856509018341967021115124225616455078125	-2.66660930587126	15.43638903052266	DLG5;WWC2;LIMD1
positive regulation of Notch signaling pathway (GO:0045747)	7/34	0.00014714259512898025740630647550943876922247000038623809814453125	0.015286480716177393290866604047550936229526996612548828125	0.00058450943258366548638260695724966353736817836761474609375	0.060724035496191909599961178400917560793459415435791015625	-1.7342810624290539	15.303484102169438	CREBBP;TSPAN14;POGLUT1;ZMIZ1;BMP2K;AAK1;EP300
cellular response to insulin stimulus (GO:0032869)	15/111	0.0000075150408621243387614582233402504840569235966540873050689697265625	0.00191633541984170623594108118226131409755907952785491943359375	0.00004710519088518607950903660519514914994942955672740936279296875	0.01321300604329469531583729491330814198590815067291259765625	-1.2556572161521562	14.815002375379626	IRS1;SYAP1;GAB1;MYO5A;FOXO4;PIK3C2A;HDAC9;IGF1R;RPS6KB1;APC;PDK4;PHIP;SOS1;SLC25A33;APPL1
negative regulation of intracellular signal transduction (GO:1902532)	18/162	0.00001561957635213171119263619868178238903055898845195770263671875	0.003370223974440727209012091947215594700537621974945068359375	0.00008888774797230695307558023809946234905510209500789642333984375	0.019179241004793921854254534764550044201314449310302734375	-1.335857766335478	14.78391857827243	URI1;PHLPP1;UBE2B;MGRN1;MAGI2;WWC2;DAB2IP;OTUD7B;UBR2;LIMD1;TANK;ARHGAP12;PPM1B;DLG5;BCL2;SH3BP4;SLIT2;FNIP1
regulation of vacuole organization (GO:0044088)	5/21	0.000660593117698361482863222970962624458479695022106170654296875	0.040281819459650085313295875266703660599887371063232421875	0.0020843101420932081020709336627305674483068287372589111328125	0.1290523648388578192847120362785062752664089202880859375	-1.9541918119527677	14.309320311889273	PIKFYVE;MTMR3;TBC1D14;TBC1D12;RAB33B
histone ubiquitination (GO:0016574)	5/22	0.000830459670275664261877845984116675026598386466503143310546875	0.04479691106006226941627090809561195783317089080810546875	0.0024833613457458281366385666188989489455707371234893798828125	0.13395824182340476671271289887954480946063995361328125	-2.0044551041957934	14.218664802303175	UBE2B;HUWE1;WAC;UBR2;CDC73
cytoskeleton organization (GO:0007010)	16/127	0.0000094145928338650961149890183943256261045462451875209808349609375	0.002200661074915966249065935045337027986533939838409423828125	0.0000570622663940849970541820124214638099147123284637928009033203125	0.0145508779304916735508612646299297921359539031982421875	-1.2198225212624918	14.117310559122343	DST;MAST4;MAST2;NEDD9;ANK3;CDC42BPB;LIMD1;LARP4;SIPA1L3;SYNE2;PTK2;FGD4;ZMYM2;ZMYM6;PHIP;QRICH1
regulation of macroautophagy (GO:0016241)	13/117	0.00023116749006177959965997736890841451895539648830890655517578125	0.019649236655251263450328025328417425043880939483642578125	0.000824246107083868406566196096463272624532692134380340576171875	0.07458097839904036241431839471260900609195232391357421875	-1.6773286643499399	14.043212910320268	MTMR3;CLEC16A;ATG13;RAB33B;PIKFYVE;RRAGB;RB1CC1;RRAGD;WAC;TBC1D14;TBC1D12;MAP3K7;SNX5
regulation of apoptotic process (GO:0042981)	48/816	0.000323429641152411296613211622030803482630290091037750244140625	0.0252005595397920452438444982590226572938263416290283203125	0.00182940274715708895737764638766975622274912893772125244140625	0.11933662106454963336421570829770644195377826690673828125	-1.7348566200314879	13.942225468767862	NOTCH2;GSK3B;PHLPP1;TRIO;TANK;SH3RF1;IGF1R;GNA13;AKAP13;FGD4;WRN;BCL2L11;ERBB4;NTF3;ABL1;ABL2;SLIT2;PAK2;EPHB4;ARHGEF11;MAP3K2;MAP2K4;CREBBP;ARHGEF12;DAPK1;API5;DAB2IP;ANO6;OXSR1;PTK2;VAV2;SUPV3L1;ITCH;GOLPH3;RPS6KB1;TAOK3;APC;JMY;BCL2;YME1L1;ITGA6;ROR1;PHIP;BIRC6;LTBR;RAF1;SOS1;DDR2
morphogenesis of an epithelial sheet (GO:0002011)	3/12	0.007413724945350808059885139300604350864887237548828125	0.14441318383131263036744940109201706945896148681640625	0.01528185169298255409453535236252719187177717685699462890625	0.297677736102889334279808508654241450130939483642578125	-2.8207611840314923	13.83420398144773	PHACTR4;LRP6;ARHGAP12
primary miRNA processing (GO:0031053)	3/11	0.0057073580944413913884627476136301993392407894134521484375	0.12220717141151223039674533765719388611614704132080078125	0.01255583180839350658508646318978208000771701335906982421875	0.264805324981532252959226525490521453320980072021484375	-2.666921186169658	13.77731229515412	SMAD3;HNRNPA2B1;DROSHA
phospholipid translocation (GO:0045332)	5/22	0.000830459670275664261877845984116675026598386466503143310546875	0.04479691106006226941627090809561195783317089080810546875	0.0024833613457458281366385666188989489455707371234893798828125	0.13395824182340476671271289887954480946063995361328125	-1.9417990600866257	13.774212199118525	ABCA1;ABCC1;ATP11C;ATP11B;ATP9B
regulation of microtubule-based process (GO:0032886)	6/27	0.0002837803055079760375899178281855483874096535146236419677734375	0.0227429644842820806449612547339711454696953296661376953125	0.00102338446858846643557072741970159768243320286273956298828125	0.0820169552683042424323645036565721966326236724853515625	-1.686125451493634	13.771109583827007	MACF1;CYLD;GSK3B;APC;PHLDB2;CLASP1
insulin-like growth factor receptor signaling pathway (GO:0048009)	3/11	0.0057073580944413913884627476136301993392407894134521484375	0.12220717141151223039674533765719388611614704132080078125	0.01255583180839350658508646318978208000771701335906982421875	0.264805324981532252959226525490521453320980072021484375	-2.6610294630579365	13.74687565919813	IRS1;GIGYF2;IGF1R
lipid translocation (GO:0034204)	5/23	0.00103085179100776314249643395015709756989963352680206298828125	0.05257344134139592395360551790872705169022083282470703125	0.00293507451492394134950902895297986106015741825103759765625	0.1496888002611209966818961447643232531845569610595703125	-1.988932590724017	13.678625007153283	ABCA1;ABCC1;ATP11C;ATP11B;ATP9B
mitotic sister chromatid cohesion (GO:0007064)	4/16	0.0019343483352959630998391116207812956417910754680633544921875	0.0764203814155658689433181507411063648760318756103515625	0.005083035901134369018150582775206203223206102848052978515625	0.200943028945098134396829436809639446437358856201171875	-2.18668300457456	13.662362146239916	NIPBL;MAU2;PDS5A;WAPL
protein autophosphorylation (GO:0046777)	16/176	0.0004754358571365098983484143158051438149414025247097015380859375	0.032526770226046587686230537883602664805948734283447265625	0.00159071720620229152542979278450729907490313053131103515625	0.1144092759845494189363535042502917349338531494140625	-1.7833986351916782	13.645279778273915	GSK3B;YES1;DAPK1;DYRK1A;EIF2AK4;PTK2;IGF1R;TAOK3;ERBB4;PEAK1;ABL1;AAK1;ABL2;PAK2;EPHB4;DDR2
regulation of hippo signaling (GO:0035330)	3/12	0.007413724945350808059885139300604350864887237548828125	0.14441318383131263036744940109201706945896148681640625	0.01528185169298255409453535236252719187177717685699462890625	0.297677736102889334279808508654241450130939483642578125	-2.690521873002901	13.195455403449492	DLG5;WWC2;LIMD1
protein polyubiquitination (GO:0000209)	23/284	0.0001770429199237735806184146358788211728096939623355865478515625	0.017124323806420170546171988235073513351380825042724609375	0.000760567878252864175946112990089886807254515588283538818359375	0.0735251703537765088913857880470459349453449249267578125	-1.5259918704757613	13.183224399691023	SHPRH;ANAPC7;UBE2B;FBXW11;RNF14;CUL1;HUWE1;UBE3A;LNPEP;UBR2;TANK;MARCH5;ITCH;UBE2R2;HECW2;RNF217;BCL2;TRIP12;ARIH1;FBXL5;FBXL4;ANAPC1;RNF111
cellular response to nutrient levels (GO:0031669)	8/55	0.00061526193640981555015023740651258776779286563396453857421875	0.038351327369545169798659145499186706729233264923095703125	0.0018166594661022622374246804355379936168901622295379638671875	0.11933662106454963336421570829770644195377826690673828125	-1.7724480885954328	13.104528419457989	WRN;BMPR2;RRAGB;RRAGD;PDK4;CLEC16A;FNIP1;ZFYVE1
protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)	11/71	0.00003376462477497021411228239617940971584175713360309600830078125	0.005754535968648212714005030221642300602979958057403564453125	0.00016435306236393712442898917824862792258500121533870697021484375	0.02818794469239861710807559802560717798769474029541015625	-1.2643711280380256	13.018087661753018	ITCH;RNF14;HECW2;RNF217;CUL1;HUWE1;TRIP12;UBE3A;BTBD11;ARIH1;SPSB4
regulation of cell development (GO:0060284)	4/21	0.005536690610883258402419304644581643515266478061676025390625	0.12220717141151223039674533765719388611614704132080078125	0.01151729535926666707357224339602908003143966197967529296875	0.26216103269988588753136582454317249357700347900390625	-2.5046745523973697	13.015186447668295	NOTCH2;AKAP13;CLOCK;HDAC9
positive regulation of cell migration (GO:0030335)	18/222	0.000852266424627564516715294562487770235748030245304107666015625	0.045036802942171598462817172503491747193038463592529296875	0.0027132700007481123406771761352729299687780439853668212890625	0.1409393028166380512633537591682397760450839996337890625	-1.841450757021521	13.014658316929006	BMPR2;PRKCE;DAB2IP;GAB1;SYNE2;PTK2;IGF1R;ADAM17;NIPBL;CXCL12;APC;NTF3;AGO2;ITGA6;KIF20B;RREB1;CLASP1;DDR2
motor neuron axon guidance (GO:0008045)	3/11	0.0057073580944413913884627476136301993392407894134521484375	0.12220717141151223039674533765719388611614704132080078125	0.01255583180839350658508646318978208000771701335906982421875	0.264805324981532252959226525490521453320980072021484375	-2.503240489828388	12.931737974519319	PLXNA2;PLXNA1;SLIT2
protein dephosphorylation (GO:0006470)	15/126	0.000035050562087302536136250441511919007098185829818248748779296875	0.005754535968648212714005030221642300602979958057403564453125	0.00017083602843877949105377833660668329684995114803314208984375	0.02818794469239861710807559802560717798769474029541015625	-1.2575899045445535	12.901261332116073	PHLPP1;PPP1R12A;MTMR3;FBXW11;PTPRO;PTPN21;PPP2R2A;PPP2R3A;DUSP16;PTPRF;PTPRD;PPP6C;PPM1B;SDHAF2;PTPN4
regulation of telomere maintenance via telomere lengthening (GO:1904356)	4/18	0.0030762884679186412728579824715779977850615978240966796875	0.09587765725013099038509523097673081792891025543212890625	0.00725046059916961867231055549609664012677967548370361328125	0.2374007898940213856509018341967021115124225616455078125	-2.184719664945079	12.636487254814503	HNRNPA2B1;NAF1;TERF2;SMG6
proteoglycan biosynthetic process (GO:0030166)	5/25	0.0015361856690568709109256939626675375620834529399871826171875	0.0673281375266331638673733550604083575308322906494140625	0.00401165042976515430483974711250994005240499973297119140625	0.1814948299272783616142845630747615359723567962646484375	-1.918501870427295	12.428923762992653	EXT1;NDST1;BMPR2;PXYLP1;EXTL3
protein complex assembly (GO:0006461)	16/190	0.001088381974120223964763720658766033011488616466522216796875	0.054516275667986217878802079894740018062293529510498046875	0.003241430962402249045528623838663406786508858203887939453125	0.1616516666742879582141512173620867542922496795654296875	-1.7857790977422094	12.184483489784924	ANKRD28;GSK3B;CREBBP;SEC24A;TRRAP;SEC16A;TRAPPC10;ANO6;TANK;CDC73;PPP6C;CXCL12;TBC1D20;APC;TRAPPC12;EP300
regulation of epithelial to mesenchymal transition (GO:0010717)	10/69	0.00013621640206928735394864560248606721870601177215576171875	0.01469565414632119197679838151771036791615188121795654296875	0.000519896283235560491102489333314906616578809916973114013671875	0.056088810556759509384772144358066725544631481170654296875	-1.344992433727093	11.972135077816157	WWTR1;SMAD4;SMAD3;SDHAF2;DAB2IP;LDLRAD4;PHLDB2;CLASP1;TGFBR2;SMAD7
positive regulation of JUN kinase activity (GO:0043507)	7/51	0.0018935736342180309148275352271184601704590022563934326171875	0.0764203814155658689433181507411063648760318756103515625	0.004622698301730082497129625807019692729227244853973388671875	0.195052284120440011516706135807908140122890472412109375	-1.8960058447954853	11.886609389650474	MAP3K2;MAP2K4;TAOK3;DAB2IP;TANK;MAP3K7;MAPK8IP3
histone H2A acetylation (GO:0043968)	4/17	0.002460105246640707614413923209895074251107871532440185546875	0.08961811969905435215633104917287710122764110565185546875	0.006103039258300840992632618764446306158788502216339111328125	0.2252503305201823680103956348830251954495906829833984375	-1.9647702963145874	11.803458046756003	NAA40;TRRAP;EP400;BRD8
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	4/20	0.0046079101358898789941864748698208131827414035797119140625	0.109535490942128055369408912156359292566776275634765625	0.009951990557108429669153082386401365511119365692138671875	0.2488787656737379005988941571558825671672821044921875	-2.1807563464193236	11.732427398692034	ADAM17;SMAD4;RNF111;HIPK2
rescue of stalled ribosome (GO:0072344)	2/7	0.022852663229190224580822388134038192220032215118408203125	0.2428095468101461318344291839821380563080310821533203125	0.039376466899149802081137039522218401543796062469482421875	0.40567564210818185532758661793195642530918121337890625	-3.0525830831785026	11.534757892405324	NEMF;LTN1
