"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"L-glutamine transmembrane transporter activity (GO:0015186)"	"L-glutamine transmembrane transporter activity (GO:0015186)"	3	11	0.00649774359171529	0.142041484309636	"SLC6A19;SLC7A9;PKD1L3"	"MF"
"low-density lipoprotein particle binding (GO:0030169)"	"low-density lipoprotein particle binding (GO:0030169)"	3	9	0.00279676495398462	0.123636413649481	"CD36;THBS1;SCARF1"	"MF"
"L-threonine transmembrane transporter activity (GO:0015195)"	"L-threonine transmembrane transporter activity (GO:0015195)"	3	11	0.00649774359171529	0.142041484309636	"SLC6A19;SLC7A9;PKD1L3"	"MF"
"calcium-dependent protein kinase inhibitor activity (GO:0008427)"	"calcium-dependent protein kinase inhibitor activity (GO:0008427)"	5	25	0.0085219170063463	0.169795176579277	"RTN4R;CDKN1B;RTN4RL1;SMCR8;LRRC66"	"MF"
"hydrogen ion channel activity (GO:0015252)"	"hydrogen ion channel activity (GO:0015252)"	3	6	0.000398998055375577	0.0601917066395156	"TRPC1;PKD1L3;TRPM3"	"MF"
"intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity (GO:0097682)"	"intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity (GO:0097682)"	3	6	0.000398998055375577	0.0601917066395156	"TRPC1;PKD1L3;TRPM3"	"MF"
"osmolarity-sensing cation channel activity (GO:1990760)"	"osmolarity-sensing cation channel activity (GO:1990760)"	3	6	0.000398998055375577	0.0601917066395156	"TRPC1;PKD1L3;TRPM3"	"MF"
"intracellular cyclic nucleotide activated cation channel activity (GO:0005221)"	"intracellular cyclic nucleotide activated cation channel activity (GO:0005221)"	3	6	0.000398998055375577	0.0601917066395156	"TRPC1;PKD1L3;TRPM3"	"MF"
"glucose:sodium symporter activity (GO:0005412)"	"glucose:sodium symporter activity (GO:0005412)"	3	8	0.00165010135906762	0.108906689698463	"SLC2A4;SLC5A10;SLC5A2"	"MF"
"glycine transmembrane transporter activity (GO:0015187)"	"glycine transmembrane transporter activity (GO:0015187)"	3	13	0.0124972515566398	0.185874614701573	"SLC6A19;SLC7A9;PKD1L3"	"MF"
"protein serine/threonine kinase inhibitor activity (GO:0030291)"	"protein serine/threonine kinase inhibitor activity (GO:0030291)"	5	28	0.0150022430426255	0.203679836617386	"RTN4R;CDKN1B;RTN4RL1;SMCR8;LRRC66"	"MF"
"temperature-gated cation channel activity (GO:0097604)"	"temperature-gated cation channel activity (GO:0097604)"	3	6	0.000398998055375577	0.0601917066395156	"TRPC1;PKD1L3;TRPM3"	"MF"
"G-protein gated cation channel activity (GO:0099100)"	"G-protein gated cation channel activity (GO:0099100)"	3	7	0.00087635280884113	0.0771190471780194	"TRPC1;PKD1L3;TRPM3"	"MF"
"cysteine-type aminopeptidase activity (GO:0070005)"	"cysteine-type aminopeptidase activity (GO:0070005)"	3	11	0.00649774359171529	0.142041484309636	"ENPEP;XPNPEP1;XPNPEP3"	"MF"
"serine-type aminopeptidase activity (GO:0070009)"	"serine-type aminopeptidase activity (GO:0070009)"	3	11	0.00649774359171529	0.142041484309636	"ENPEP;XPNPEP1;XPNPEP3"	"MF"
"tripeptide aminopeptidase activity (GO:0045148)"	"tripeptide aminopeptidase activity (GO:0045148)"	3	11	0.00649774359171529	0.142041484309636	"ENPEP;XPNPEP1;XPNPEP3"	"MF"
"sodium channel activity (GO:0005272)"	"sodium channel activity (GO:0005272)"	3	9	0.00279676495398462	0.123636413649481	"TRPC1;PKD1L3;TRPM3"	"MF"
"L-proline transmembrane transporter activity (GO:0015193)"	"L-proline transmembrane transporter activity (GO:0015193)"	3	13	0.0124972515566398	0.185874614701573	"SLC6A19;SLC7A9;PKD1L3"	"MF"
"calcium activated cation channel activity (GO:0005227)"	"calcium activated cation channel activity (GO:0005227)"	3	9	0.00279676495398462	0.123636413649481	"TRPC1;PKD1L3;TRPM3"	"MF"
"serotonin-gated cation-selective channel activity (GO:0022850)"	"serotonin-gated cation-selective channel activity (GO:0022850)"	3	6	0.000398998055375577	0.0601917066395156	"TRPC1;PKD1L3;TRPM3"	"MF"
"cation channel activity (GO:0005261)"	"cation channel activity (GO:0005261)"	3	9	0.00279676495398462	0.123636413649481	"TRPC1;PKD1L3;TRPM3"	"MF"
"voltage-gated cation channel activity (GO:0022843)"	"voltage-gated cation channel activity (GO:0022843)"	3	8	0.00165010135906762	0.108906689698463	"TRPC1;PKD1L3;TRPM3"	"MF"
"iron channel activity (GO:0097689)"	"iron channel activity (GO:0097689)"	3	10	0.00438985058812147	0.129598351796841	"TRPC1;PKD1L3;TRPM3"	"MF"
"ammonium channel activity (GO:0015251)"	"ammonium channel activity (GO:0015251)"	3	7	0.00087635280884113	0.0771190471780194	"TRPC1;PKD1L3;TRPM3"	"MF"
"aminopeptidase activity (GO:0004177)"	"aminopeptidase activity (GO:0004177)"	3	12	0.00918218780822522	0.170112110973436	"ENPEP;XPNPEP1;XPNPEP3"	"MF"
"integrin binding (GO:0005178)"	"integrin binding (GO:0005178)"	5	34	0.0367929743756004	0.333071213913355	"ESM1;CXADR;ANGPTL3;THBS1;CX3CL1"	"MF"
"dipeptidyl-peptidase activity (GO:0008239)"	"dipeptidyl-peptidase activity (GO:0008239)"	3	13	0.0124972515566398	0.185874614701573	"ENPEP;XPNPEP1;XPNPEP3"	"MF"
"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity (GO:0015018)"	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity (GO:0015018)"	3	12	0.00918218780822522	0.170112110973436	"B3GAT2;UGT3A2;UGT3A1"	"MF"
"integrin binding involved in cell-matrix adhesion (GO:0098640)"	"integrin binding involved in cell-matrix adhesion (GO:0098640)"	5	34	0.0367929743756004	0.333071213913355	"ESM1;CXADR;ANGPTL3;THBS1;CX3CL1"	"MF"
"protein kinase activator activity (GO:0030295)"	"protein kinase activator activity (GO:0030295)"	3	15	0.0211936421052834	0.245939407287684	"MOB1B;RGCC;FAF1"	"MF"
"metalloaminopeptidase activity (GO:0070006)"	"metalloaminopeptidase activity (GO:0070006)"	3	17	0.0328493730453121	0.333071213913355	"ENPEP;XPNPEP1;XPNPEP3"	"MF"
"extracellular ATP-gated cation channel activity (GO:0004931)"	"extracellular ATP-gated cation channel activity (GO:0004931)"	3	10	0.00438985058812147	0.129598351796841	"TRPC1;PKD1L3;TRPM3"	"MF"
"syntaxin binding (GO:0019905)"	"syntaxin binding (GO:0019905)"	4	28	0.0523970980101556	0.333071213913355	"NAPB;SYT11;SNAP29;STXBP5L"	"MF"
"syntaxin-3 binding (GO:0030348)"	"syntaxin-3 binding (GO:0030348)"	4	28	0.0523970980101556	0.333071213913355	"NAPB;SYT11;SNAP29;STXBP5L"	"MF"
"phosphatidylcholine 1-acylhydrolase activity (GO:0008970)"	"phosphatidylcholine 1-acylhydrolase activity (GO:0008970)"	3	10	0.00438985058812147	0.129598351796841	"ABHD3;ESD;LPL"	"MF"
"growth factor activity (GO:0008083)"	"growth factor activity (GO:0008083)"	4	20	0.0134550272425205	0.197340399556967	"THPO;BDNF;IL7;ANGPTL3"	"MF"
"manganese ion binding (GO:0030145)"	"manganese ion binding (GO:0030145)"	3	22	0.0754708078176165	0.336640331460422	"XPNPEP1;IMPA1;SOD2"	"MF"
"syntaxin-1 binding (GO:0017075)"	"syntaxin-1 binding (GO:0017075)"	4	31	0.0756479902415749	0.336640331460422	"NAPB;SYT11;SNAP29;STXBP5L"	"MF"
"GABA-gated chloride ion channel activity (GO:0022851)"	"GABA-gated chloride ion channel activity (GO:0022851)"	3	10	0.00438985058812147	0.129598351796841	"CLCN7;GABRB3;BSND"	"MF"
"FAD binding (GO:0071949)"	"FAD binding (GO:0071949)"	3	18	0.0398318017527557	0.333071213913355	"NQO2;PRODH;XDH"	"MF"
"lysophospholipase activity (GO:0004622)"	"lysophospholipase activity (GO:0004622)"	3	12	0.00918218780822522	0.170112110973436	"PNPLA7;ESD;LPL"	"MF"
"amino acid transmembrane transporter activity (GO:0015171)"	"amino acid transmembrane transporter activity (GO:0015171)"	3	19	0.047591777103355	0.333071213913355	"SLC6A19;AQP7;SLC16A10"	"MF"
"neutral amino acid transmembrane transporter activity (GO:0015175)"	"neutral amino acid transmembrane transporter activity (GO:0015175)"	3	19	0.047591777103355	0.333071213913355	"SLC6A19;SLC7A9;SLC16A10"	"MF"
"voltage-gated chloride channel activity (GO:0005247)"	"voltage-gated chloride channel activity (GO:0005247)"	3	11	0.00649774359171529	0.142041484309636	"CLCN7;BSND;SLC17A3"	"MF"
"vesicular hydrogen:amino acid antiporter activity (GO:0005276)"	"vesicular hydrogen:amino acid antiporter activity (GO:0005276)"	3	20	0.0561259645685637	0.333071213913355	"SLC6A19;AQP7;SLC16A10"	"MF"
"homoserine transmembrane transporter activity (GO:0042970)"	"homoserine transmembrane transporter activity (GO:0042970)"	2	10	0.0329056569621213	0.333071213913355	"SLC6A19;SLC7A9"	"MF"
"succinate:fumarate antiporter activity (GO:0005469)"	"succinate:fumarate antiporter activity (GO:0005469)"	2	9	0.0243509150499214	0.267860065549135	"SLC13A3;SLC7A9"	"MF"
"glycine betaine-activated nonselective monovalent cation channel activity (GO:0090686)"	"glycine betaine-activated nonselective monovalent cation channel activity (GO:0090686)"	3	14	0.0164886918793719	0.203679836617386	"TRPC1;PKD1L3;TRPM3"	"MF"
"exo-alpha-(2->3)-sialidase activity (GO:0052794)"	"exo-alpha-(2->3)-sialidase activity (GO:0052794)"	2	5	0.00362947805221014	0.123636413649481	"CTSA;NEU2"	"MF"
"solute:cation antiporter activity (GO:0015298)"	"solute:cation antiporter activity (GO:0015298)"	2	9	0.0243509150499214	0.267860065549135	"SLC7A9;PKD1L3"	"MF"
"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity (GO:0001888)"	"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity (GO:0001888)"	2	11	0.0428086244760236	0.333071213913355	"EXTL2;HEXA"	"MF"
"potassium channel activity (GO:0005267)"	"potassium channel activity (GO:0005267)"	3	12	0.00918218780822522	0.170112110973436	"TRPC1;PKD1L3;TRPM3"	"MF"
"sodium:proton antiporter activity (GO:0015385)"	"sodium:proton antiporter activity (GO:0015385)"	2	6	0.00685995804904493	0.142041484309636	"SLC9A4;SLC9A6"	"MF"
"lipoprotein lipase activity (GO:0004465)"	"lipoprotein lipase activity (GO:0004465)"	2	5	0.00362947805221014	0.123636413649481	"LPL;AOAH"	"MF"
"exo-alpha-(2->6)-sialidase activity (GO:0052795)"	"exo-alpha-(2->6)-sialidase activity (GO:0052795)"	2	5	0.00362947805221014	0.123636413649481	"CTSA;NEU2"	"MF"
"intermembrane cholesterol transfer activity (GO:0120020)"	"intermembrane cholesterol transfer activity (GO:0120020)"	2	6	0.00685995804904493	0.142041484309636	"APOB;ABCG2"	"MF"
"gamma-aminobutyric acid transmembrane transporter activity (GO:0015185)"	"gamma-aminobutyric acid transmembrane transporter activity (GO:0015185)"	3	25	0.109860028902686	0.336640331460422	"SLC6A19;SLC16A10;SLC16A2"	"MF"
"long-chain fatty acid transporting porin activity (GO:0015483)"	"long-chain fatty acid transporting porin activity (GO:0015483)"	2	11	0.0428086244760236	0.333071213913355	"AQP7;SLC16A2"	"MF"
"SUMO ligase activity (GO:0061665)"	"SUMO ligase activity (GO:0061665)"	2	7	0.0113476619791977	0.181562591667163	"NSMCE2;MUL1"	"MF"
"ligand-gated cation channel activity (GO:0099094)"	"ligand-gated cation channel activity (GO:0099094)"	3	15	0.0211936421052834	0.245939407287684	"TRPC1;PKD1L3;TRPM3"	"MF"
"protein serine/threonine phosphatase inhibitor activity (GO:0004865)"	"protein serine/threonine phosphatase inhibitor activity (GO:0004865)"	2	10	0.0329056569621213	0.333071213913355	"PPP1R11;PPP1R1A"	"MF"
"actin lateral binding (GO:0003786)"	"actin lateral binding (GO:0003786)"	5	55	0.221295679224759	0.336640331460422	"VIL1;SCIN;DBNL;CAPZB;AIF1L"	"MF"
"death receptor binding (GO:0005123)"	"death receptor binding (GO:0005123)"	2	6	0.00685995804904493	0.142041484309636	"CASP8AP2;TMBIM1"	"MF"
"monocarboxylic acid transmembrane transporter activity (GO:0008028)"	"monocarboxylic acid transmembrane transporter activity (GO:0008028)"	2	8	0.0171661983512759	0.203679836617386	"AQP7;SLC16A2"	"MF"
"acetylgalactosaminyltransferase activity (GO:0008376)"	"acetylgalactosaminyltransferase activity (GO:0008376)"	2	7	0.0113476619791977	0.181562591667163	"UGT3A2;UGT3A1"	"MF"
"exo-alpha-(2->8)-sialidase activity (GO:0052796)"	"exo-alpha-(2->8)-sialidase activity (GO:0052796)"	2	5	0.00362947805221014	0.123636413649481	"CTSA;NEU2"	"MF"
"transforming growth factor beta binding (GO:0050431)"	"transforming growth factor beta binding (GO:0050431)"	2	13	0.0664734922412181	0.333071213913355	"CD36;THBS1"	"MF"
"SUMO conjugating enzyme activity (GO:0061656)"	"SUMO conjugating enzyme activity (GO:0061656)"	2	7	0.0113476619791977	0.181562591667163	"NSMCE2;MUL1"	"MF"
"SUMO transferase activity (GO:0019789)"	"SUMO transferase activity (GO:0019789)"	2	7	0.0113476619791977	0.181562591667163	"NSMCE2;MUL1"	"MF"
"rRNA primary transcript binding (GO:0042134)"	"rRNA primary transcript binding (GO:0042134)"	2	12	0.054017436698623	0.333071213913355	"MTERF3;RPF1"	"MF"
"hyaluronan synthase activity (GO:0050501)"	"hyaluronan synthase activity (GO:0050501)"	2	6	0.00685995804904493	0.142041484309636	"UGT3A2;UGT3A1"	"MF"
"phospholipase C activity (GO:0004629)"	"phospholipase C activity (GO:0004629)"	2	11	0.0428086244760236	0.333071213913355	"PDIA3;LPL"	"MF"
"UDP-xylosyltransferase activity (GO:0035252)"	"UDP-xylosyltransferase activity (GO:0035252)"	2	8	0.0171661983512759	0.203679836617386	"UGT3A2;UGT3A1"	"MF"
"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)"	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)"	2	8	0.0171661983512759	0.203679836617386	"PTPMT1;INPP5J"	"MF"
"tetracycline:proton antiporter activity (GO:0015520)"	"tetracycline:proton antiporter activity (GO:0015520)"	2	8	0.0171661983512759	0.203679836617386	"SLC47A1;SLC17A3"	"MF"
"1-acyl-2-lysophosphatidylserine acylhydrolase activity (GO:0052740)"	"1-acyl-2-lysophosphatidylserine acylhydrolase activity (GO:0052740)"	2	8	0.0171661983512759	0.203679836617386	"ESD;LPL"	"MF"
"carboxylic acid transmembrane transporter activity (GO:0046943)"	"carboxylic acid transmembrane transporter activity (GO:0046943)"	2	8	0.0171661983512759	0.203679836617386	"AQP7;SLC17A3"	"MF"
"phospholipase A2 activity (GO:0004623)"	"phospholipase A2 activity (GO:0004623)"	3	13	0.0124972515566398	0.185874614701573	"ABHD3;ESD;LPL"	"MF"
"palmitoyl-CoA hydrolase activity (GO:0016290)"	"palmitoyl-CoA hydrolase activity (GO:0016290)"	2	8	0.0171661983512759	0.203679836617386	"ACOT12;ACOT6"	"MF"
"sodium:proton antiporter activity involved in regulation of cardiac muscle cell membrane potential (GO:0086040)"	"sodium:proton antiporter activity involved in regulation of cardiac muscle cell membrane potential (GO:0086040)"	2	5	0.00362947805221014	0.123636413649481	"SLC9A4;SLC9A6"	"MF"
"phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)"	"phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)"	3	28	0.149952361715977	0.336640331460422	"VIL1;SCIN;ADAP2"	"MF"
"neutral L-amino acid secondary active transmembrane transporter activity (GO:0005294)"	"neutral L-amino acid secondary active transmembrane transporter activity (GO:0005294)"	2	8	0.0171661983512759	0.203679836617386	"SLC6A19;SLC7A9"	"MF"
"exo-alpha-sialidase activity (GO:0004308)"	"exo-alpha-sialidase activity (GO:0004308)"	2	5	0.00362947805221014	0.123636413649481	"CTSA;NEU2"	"MF"
"beta-alanine transmembrane transporter activity (GO:0001761)"	"beta-alanine transmembrane transporter activity (GO:0001761)"	2	7	0.0113476619791977	0.181562591667163	"SLC6A19;SLC7A9"	"MF"
"potassium:proton antiporter activity (GO:0015386)"	"potassium:proton antiporter activity (GO:0015386)"	2	5	0.00362947805221014	0.123636413649481	"SLC9A4;SLC9A6"	"MF"
"neutral amino acid:sodium symporter activity (GO:0005295)"	"neutral amino acid:sodium symporter activity (GO:0005295)"	2	7	0.0113476619791977	0.181562591667163	"SLC6A19;SLC7A9"	"MF"
"ADP-dependent short-chain-acyl-CoA hydrolase activity (GO:0047379)"	"ADP-dependent short-chain-acyl-CoA hydrolase activity (GO:0047379)"	2	6	0.00685995804904493	0.142041484309636	"ACOT12;ACOT6"	"MF"
"DNA replication origin binding (GO:0003688)"	"DNA replication origin binding (GO:0003688)"	2	10	0.0329056569621213	0.333071213913355	"ORC5;KAT7"	"MF"
"UDP-galactosyltransferase activity (GO:0035250)"	"UDP-galactosyltransferase activity (GO:0035250)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"glutaryl-CoA hydrolase activity (GO:0044466)"	"glutaryl-CoA hydrolase activity (GO:0044466)"	2	6	0.00685995804904493	0.142041484309636	"ACOT12;ACOT6"	"MF"
"phosphatidylserine 1-acylhydrolase activity (GO:0052739)"	"phosphatidylserine 1-acylhydrolase activity (GO:0052739)"	2	8	0.0171661983512759	0.203679836617386	"ESD;LPL"	"MF"
"9-phenanthrol UDP-glucuronosyltransferase activity (GO:0018715)"	"9-phenanthrol UDP-glucuronosyltransferase activity (GO:0018715)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"asioloorosomucoid beta-1,3-glucuronosyltransferase activity (GO:0046988)"	"asioloorosomucoid beta-1,3-glucuronosyltransferase activity (GO:0046988)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"bilirubin-glucuronoside glucuronosyltransferase activity (GO:0047278)"	"bilirubin-glucuronoside glucuronosyltransferase activity (GO:0047278)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"nerve growth factor receptor binding (GO:0005163)"	"nerve growth factor receptor binding (GO:0005163)"	2	7	0.0113476619791977	0.181562591667163	"CASP8AP2;TMBIM1"	"MF"
"galactosyl beta-1,3 N-acetylgalactosamine beta-1,3-glucuronosyltransferase activity (GO:0046989)"	"galactosyl beta-1,3 N-acetylgalactosamine beta-1,3-glucuronosyltransferase activity (GO:0046989)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"glucuronoxylan glucuronosyltransferase activity (GO:0080116)"	"glucuronoxylan glucuronosyltransferase activity (GO:0080116)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"luteolin 7-O-glucuronosyltransferase activity (GO:0050064)"	"luteolin 7-O-glucuronosyltransferase activity (GO:0050064)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase activity (GO:0047247)"	"luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase activity (GO:0047247)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"luteolin-7-O-glucuronide 7-O-glucuronosyltransferase activity (GO:0047246)"	"luteolin-7-O-glucuronide 7-O-glucuronosyltransferase activity (GO:0047246)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity (GO:0050509)"	"N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity (GO:0050509)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"N-acetyllactosamine beta-1,3-glucuronosyltransferase activity (GO:0046987)"	"N-acetyllactosamine beta-1,3-glucuronosyltransferase activity (GO:0046987)"	2	11	0.0428086244760236	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"cholesterol transporter activity (GO:0017127)"	"cholesterol transporter activity (GO:0017127)"	2	14	0.0801057105217216	0.336640331460422	"APOB;ABCG2"	"MF"
"phosphatidylglycerophosphatase activity (GO:0008962)"	"phosphatidylglycerophosphatase activity (GO:0008962)"	2	13	0.0664734922412181	0.333071213913355	"PTPMT1;PTPN22"	"MF"
"glucuronosyltransferase activity (GO:0015020)"	"glucuronosyltransferase activity (GO:0015020)"	2	12	0.054017436698623	0.333071213913355	"UGT3A2;UGT3A1"	"MF"
"UDP-glucosyltransferase activity (GO:0035251)"	"UDP-glucosyltransferase activity (GO:0035251)"	2	7	0.0113476619791977	0.181562591667163	"UGT3A2;UGT3A1"	"MF"
"ligand-gated calcium channel activity (GO:0099604)"	"ligand-gated calcium channel activity (GO:0099604)"	3	24	0.0977170719431295	0.336640331460422	"TRPC1;PKD1L3;TRPM3"	"MF"
"organellar voltage-gated chloride channel activity (GO:0015274)"	"organellar voltage-gated chloride channel activity (GO:0015274)"	2	8	0.0171661983512759	0.203679836617386	"CLCN7;BSND"	"MF"
"acid phosphatase activity (GO:0003993)"	"acid phosphatase activity (GO:0003993)"	2	14	0.0801057105217216	0.336640331460422	"ACP5;PTPN22"	"MF"
"NADPH binding (GO:0070402)"	"NADPH binding (GO:0070402)"	2	13	0.0664734922412181	0.333071213913355	"DHFR;DECR1"	"MF"
"histamine-gated chloride channel activity (GO:0019182)"	"histamine-gated chloride channel activity (GO:0019182)"	2	8	0.0171661983512759	0.203679836617386	"CLCN7;BSND"	"MF"
"intracellular chloride channel activity (GO:0061778)"	"intracellular chloride channel activity (GO:0061778)"	2	8	0.0171661983512759	0.203679836617386	"CLCN7;BSND"	"MF"
"N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity (GO:0050510)"	"N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity (GO:0050510)"	2	14	0.0801057105217216	0.336640331460422	"UGT3A2;UGT3A1"	"MF"
"pH-gated chloride channel activity (GO:0061797)"	"pH-gated chloride channel activity (GO:0061797)"	2	8	0.0171661983512759	0.203679836617386	"CLCN7;BSND"	"MF"
"store-operated calcium channel activity (GO:0015279)"	"store-operated calcium channel activity (GO:0015279)"	3	26	0.122638643600451	0.336640331460422	"TRPC1;PKD1L3;TRPM3"	"MF"
"high-affinity inorganic phosphate:sodium symporter activity (GO:0005316)"	"high-affinity inorganic phosphate:sodium symporter activity (GO:0005316)"	2	7	0.0113476619791977	0.181562591667163	"SLC5A10;SLC17A3"	"MF"
"stretch-activated, cation-selective, calcium channel activity (GO:0015275)"	"stretch-activated, cation-selective, calcium channel activity (GO:0015275)"	3	26	0.122638643600451	0.336640331460422	"TRPC1;PKD1L3;TRPM3"	"MF"
"glycine-gated chloride ion channel activity (GO:0022852)"	"glycine-gated chloride ion channel activity (GO:0022852)"	2	8	0.0171661983512759	0.203679836617386	"CLCN7;BSND"	"MF"
"extracellular-glutamate-gated chloride channel activity (GO:0008068)"	"extracellular-glutamate-gated chloride channel activity (GO:0008068)"	2	9	0.0243509150499214	0.267860065549135	"CLCN7;BSND"	"MF"
"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)"	"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)"	2	19	0.162912347757588	0.336640331460422	"E4F1;CGGBP1"	"MF"
"triglyceride lipase activity (GO:0004806)"	"triglyceride lipase activity (GO:0004806)"	2	9	0.0243509150499214	0.267860065549135	"ESD;LPL"	"MF"
"amine-transporting ATPase activity (GO:0031263)"	"amine-transporting ATPase activity (GO:0031263)"	2	12	0.054017436698623	0.333071213913355	"AQP7;ABCG2"	"MF"
"glycerol-2-phosphate-transporting ATPase activity (GO:0070812)"	"glycerol-2-phosphate-transporting ATPase activity (GO:0070812)"	2	12	0.054017436698623	0.333071213913355	"AQP7;ABCG2"	"MF"
"2 iron, 2 sulfur cluster binding (GO:0051537)"	"2 iron, 2 sulfur cluster binding (GO:0051537)"	2	5	0.00362947805221014	0.123636413649481	"CISD2;XDH"	"MF"
"G-protein coupled olfactory receptor activity (GO:0038022)"	"G-protein coupled olfactory receptor activity (GO:0038022)"	2	21	0.201145780791652	0.336640331460422	"F2R;LPAR3"	"MF"
"ATP binding (GO:0005524)"	"ATP binding (GO:0005524)"	1	111	0.998190472040747	0.999428939379204	"UHMK1"	"MF"
"protein kinase activity (GO:0004672)"	"protein kinase activity (GO:0004672)"	1	122	0.999165793785718	0.999428939379204	"PDK1"	"MF"
